Opção,Ano,Países,Quantidade(Kg.),Valor (US$)
Vinhos de mesa,2018,Bermudas,-,-
Vinhos de mesa,2018,Bélgica,163,1.201
Vinhos de mesa,2018,Bolívia,-,-
Vinhos de mesa,2018,Bósnia-Herzegovina,-,-
Vinhos de mesa,2018,Brasil,18.040,121.806
Vinhos de mesa,2018,Bulgária,16.166,17.550
Vinhos de mesa,2018,Canada,301,17.418
Vinhos de mesa,2018,Chile,51.104.825,144.731.210
Vinhos de mesa,2018,China,5,472
Vinhos de mesa,2018,"Coreia do Sul, República",-,-
Vinhos de mesa,2018,Croácia,-,-
Vinhos de mesa,2018,Cuba,-,-
Vinhos de mesa,2018,Emirados Árabes Unidos,-,-
Vinhos de mesa,2018,Eslovênia,20.976,68.521
Vinhos de mesa,2018,Eslováquia,10.800,17.938
Vinhos de mesa,2018,Espanha,5.595.268,19.353.631
Vinhos de mesa,2018,Estados Unidos,548.655,2.584.781
Vinhos de mesa,2018,França,4.653.789,22.688.105
Vinhos de mesa,2018,Geórgia,8.164,20.416
Vinhos de mesa,2018,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,2018,Grécia,41.601,135.185
Vinhos de mesa,2018,Hong Kong,-,-
Vinhos de mesa,2018,Hungria,23.742,113.405
Vinhos de mesa,2018,Indonésia,36,210
Vinhos de mesa,2018,Irlanda,107,954
Vinhos de mesa,2018,Israel,40.354,182.017
Vinhos de mesa,2018,Itália,10.154.564,34.857.594
Vinhos de mesa,2018,Japão,-,-
Vinhos de mesa,2018,Iugoslávia,-,-
Vinhos de mesa,2018,Líbano,19.742,150.044
Vinhos de mesa,2018,Luxemburgo,5,42
Vinhos de mesa,2018,Macedônia,-,-
Vinhos de mesa,2018,Marrocos,-,-
Vinhos de mesa,2018,México,134,804
Vinhos de mesa,2018,Moldávia,-,-
Vinhos de mesa,2018,Montenegro,-,-
Vinhos de mesa,2018,Noruega,-,-
Vinhos de mesa,2018,Nova Zelândia,130.854,686.193
Vinhos de mesa,2018,Países Baixos (Holanda),283,8.719
Vinhos de mesa,2018,Panamá,-,-
Vinhos de mesa,2018,Paraguai,-,-
Vinhos de mesa,2018,Peru,77,653
Vinhos de mesa,2018,Porto Rico,47,404
Vinhos de mesa,2018,Portugal,17.698.831,53.237.413
Vinhos de mesa,2018,Reino Unido,4.126,51.034
Vinhos de mesa,2018,Republica Dominicana,2,13
Vinhos de mesa,2018,Romênia,13.719,9.695
Vinhos de mesa,2018,Rússia,17.483,66.160
Vinhos de mesa,2018,San Marino,-,-
Vinhos de mesa,2018,Sérvia,-,-
Vinhos de mesa,2018,Síria,-,-
Vinhos de mesa,2018,Suazilândia,-,-
Vinhos de mesa,2018,Suíça,559,7.647
Vinhos de mesa,2018,"Tcheca, República",-,-
Vinhos de mesa,2018,Tunísia,-,-
Vinhos de mesa,2018,Turquia,1.591,1.245
Vinhos de mesa,2018,Ucrânia,-,-
Vinhos de mesa,2018,Uruguai,2.836.574,8.467.846
Vinhos de mesa,2018,Não consta na tabela,-,-
Vinhos de mesa,2018,Não declarados,-,-
Vinhos de mesa,2018,Outros,-,-
Vinhos de mesa,2018,Total,109.971.001,346.102.093
Vinhos de mesa,2019,Africa do Sul,1.092.042,3.604.038
Vinhos de mesa,2019,Alemanha,101.055,412.794
Vinhos de mesa,2019,Argélia,-,-
Vinhos de mesa,2019,Arábia Saudita,-,-
Vinhos de mesa,2019,Argentina,16.548.931,54.527.380
Vinhos de mesa,2019,Armênia,-,-
Vinhos de mesa,2019,Austrália,16.292,1.214.643
Vinhos de mesa,2019,Áustria,348.289,128.379
Vinhos de mesa,2019,Bermudas,-,-
Vinhos de mesa,2019,Bélgica,7,30
Vinhos de mesa,2019,Bolívia,-,-
Vinhos de mesa,2019,Bósnia-Herzegovina,-,-
Vinhos de mesa,2019,Brasil,29.295,246.008
Vinhos de mesa,2019,Bulgária,10.944,9.915
Vinhos de mesa,2019,Canada,-,-
Vinhos de mesa,2019,Chile,52.697.108,145.471.294
Vinhos de mesa,2019,China,317,2.458
Vinhos de mesa,2019,"Coreia do Sul, República",-,-
Vinhos de mesa,2019,Croácia,450,2.900
Vinhos de mesa,2019,Cuba,-,-
Vinhos de mesa,2019,Emirados Árabes Unidos,-,-
Vinhos de mesa,2019,Eslovênia,30.968,101.190
Vinhos de mesa,2019,Eslováquia,459,3.160
Vinhos de mesa,2019,Espanha,5.797.980,17.111.436
Vinhos de mesa,2019,Estados Unidos,534.870,2.400.830
Vinhos de mesa,2019,França,5.324.383,24.299.524
Vinhos de mesa,2019,Geórgia,21.748,41.161
Vinhos de mesa,2019,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,2019,Grécia,21.251,70.881
Vinhos de mesa,2019,Hong Kong,-,-
Vinhos de mesa,2019,Hungria,34.591,146.500
Vinhos de mesa,2019,Indonésia,258,1.464
Vinhos de mesa,2019,Irlanda,179,1.705
Vinhos de mesa,2019,Israel,52.237,182.602
Vinhos de mesa,2019,Itália,10.323.254,33.355.982
Vinhos de mesa,2019,Japão,153,1.429
Vinhos de mesa,2019,Iugoslávia,-,-
Vinhos de mesa,2019,Líbano,21.836,167.358
Vinhos de mesa,2019,Luxemburgo,-,-
Vinhos de mesa,2019,Macedônia,1.323,874
Vinhos de mesa,2019,Marrocos,2.250,16.816
Vinhos de mesa,2019,México,646,3.927
Vinhos de mesa,2019,Moldávia,-,-
Vinhos de mesa,2019,Montenegro,1.701,5.440
Vinhos de mesa,2019,Noruega,-,-
Vinhos de mesa,2019,Nova Zelândia,133.179,776.830
Vinhos de mesa,2019,Países Baixos (Holanda),634,5.297
Vinhos de mesa,2019,Panamá,17,96
Vinhos de mesa,2019,Paraguai,-,-
Vinhos de mesa,2019,Peru,-,-
Vinhos de mesa,2019,Porto Rico,21,115
Vinhos de mesa,2019,Portugal,18.228.699,51.444.189
Vinhos de mesa,2019,Reino Unido,4.819,46.623
Vinhos de mesa,2019,Republica Dominicana,-,-
Vinhos de mesa,2019,Romênia,5.196,6.706
Vinhos de mesa,2019,Rússia,-,-
Vinhos de mesa,2019,San Marino,-,-
Vinhos de mesa,2019,Sérvia,-,-
Vinhos de mesa,2019,Síria,641,409
Vinhos de mesa,2019,Suazilândia,-,-
Vinhos de mesa,2019,Suíça,4.510,63.619
Vinhos de mesa,2019,"Tcheca, República",-,-
Vinhos de mesa,2019,Tunísia,-,-
Vinhos de mesa,2019,Turquia,-,-
Vinhos de mesa,2019,Ucrânia,4.646,3.074
Vinhos de mesa,2019,Uruguai,2.778.244,7.938.059
Vinhos de mesa,2019,Não consta na tabela,-,-
Vinhos de mesa,2019,Não declarados,-,-
Vinhos de mesa,2019,Outros,-,-
Vinhos de mesa,2019,Total,114.175.423,343.817.135
Vinhos de mesa,2020,Africa do Sul,627.150,1.701.072
Vinhos de mesa,2020,Alemanha,136.992,504.168
Vinhos de mesa,2020,Argélia,-,-
Vinhos de mesa,2020,Arábia Saudita,-,-
Vinhos de mesa,2020,Argentina,22.610.267,66.322.932
Vinhos de mesa,2020,Armênia,-,-
Vinhos de mesa,2020,Austrália,212.595,792.051
Vinhos de mesa,2020,Áustria,6.540,52.348
Vinhos de mesa,2020,Bermudas,-,-
Vinhos de mesa,2020,Bélgica,-,-
Vinhos de mesa,2020,Bolívia,-,-
Vinhos de mesa,2020,Bósnia-Herzegovina,1.218,902
Vinhos de mesa,2020,Brasil,4.347,41.213
Vinhos de mesa,2020,Bulgária,23.110,58.319
Vinhos de mesa,2020,Canada,-,-
Vinhos de mesa,2020,Chile,72.726.186,176.540.499
Vinhos de mesa,2020,China,-,-
Vinhos de mesa,2020,"Coreia do Sul, República",-,-
Vinhos de mesa,2020,Croácia,-,-
Vinhos de mesa,2020,Cuba,-,-
Vinhos de mesa,2020,Emirados Árabes Unidos,-,-
Vinhos de mesa,2020,Eslovênia,11.392,39.771
Vinhos de mesa,2020,Eslováquia,-,-
Vinhos de mesa,2020,Espanha,7.169.384,19.802.061
Vinhos de mesa,2020,Estados Unidos,366.584,2.119.234
Vinhos de mesa,2020,França,5.658.139,24.894.394
Vinhos de mesa,2020,Geórgia,20.274,42.948
Vinhos de mesa,2020,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,2020,Grécia,61.181,219.292
Vinhos de mesa,2020,Hong Kong,311,2.776
Vinhos de mesa,2020,Hungria,5.254,25.250
Vinhos de mesa,2020,Indonésia,-,-
Vinhos de mesa,2020,Irlanda,-,-
Vinhos de mesa,2020,Israel,38.239,224.349
Vinhos de mesa,2020,Itália,9.659.999,32.477.890
Vinhos de mesa,2020,Japão,-,-
Vinhos de mesa,2020,Iugoslávia,-,-
Vinhos de mesa,2020,Líbano,12.384,45.908
Vinhos de mesa,2020,Luxemburgo,-,-
Vinhos de mesa,2020,Macedônia,-,-
Vinhos de mesa,2020,Marrocos,2.160,8.326
Vinhos de mesa,2020,México,33,181
Vinhos de mesa,2020,Moldávia,5.832,8.965
Vinhos de mesa,2020,Montenegro,-,-
Vinhos de mesa,2020,Noruega,-,-
Vinhos de mesa,2020,Nova Zelândia,15.372,89.763
Vinhos de mesa,2020,Países Baixos (Holanda),2.285,22.990
Vinhos de mesa,2020,Panamá,-,-
Vinhos de mesa,2020,Paraguai,-,-
Vinhos de mesa,2020,Peru,-,-
Vinhos de mesa,2020,Porto Rico,54,1.090
Vinhos de mesa,2020,Portugal,23.627.260,66.353.572
Vinhos de mesa,2020,Reino Unido,2.586,22.935
Vinhos de mesa,2020,Republica Dominicana,-,-
Vinhos de mesa,2020,Romênia,30.635,70.269
Vinhos de mesa,2020,Rússia,-,-
Vinhos de mesa,2020,San Marino,-,-
Vinhos de mesa,2020,Sérvia,-,-
Vinhos de mesa,2020,Síria,-,-
Vinhos de mesa,2020,Suazilândia,-,-
Vinhos de mesa,2020,Suíça,735,5.848
Vinhos de mesa,2020,"Tcheca, República",-,-
Vinhos de mesa,2020,Tunísia,-,-
Vinhos de mesa,2020,Turquia,17.563,55.039
Vinhos de mesa,2020,Ucrânia,-,-
Vinhos de mesa,2020,Uruguai,4.079.076,10.146.829
Vinhos de mesa,2020,Não consta na tabela,-,-
Vinhos de mesa,2020,Não declarados,-,-
Vinhos de mesa,2020,Outros,-,-
Vinhos de mesa,2020,Total,147.135.137,402.693.184
Vinhos de mesa,2021,Africa do Sul,859.169,2.508.140
Vinhos de mesa,2021,Alemanha,106.541,546.967
Vinhos de mesa,2021,Argélia,-,-
Vinhos de mesa,2021,Arábia Saudita,2.510,8.761
Vinhos de mesa,2021,Argentina,26.869.241,79.527.959
Vinhos de mesa,2021,Armênia,-,-
Vinhos de mesa,2021,Austrália,366.875,1.383.093
Vinhos de mesa,2021,Áustria,13.427,141.822
Vinhos de mesa,2021,Bermudas,10,141
Vinhos de mesa,2021,Bélgica,-,-
Vinhos de mesa,2021,Bolívia,-,-
Vinhos de mesa,2021,Bósnia-Herzegovina,-,-
Vinhos de mesa,2021,Brasil,12.602,39.816
Vinhos de mesa,2021,Bulgária,34.185,105.623
Vinhos de mesa,2021,Canada,-,-
Vinhos de mesa,2021,Chile,69.617.587,182.568.098
Vinhos de mesa,2021,China,-,-
Vinhos de mesa,2021,"Coreia do Sul, República",-,-
Vinhos de mesa,2021,Croácia,17.343,78.954
Vinhos de mesa,2021,Cuba,-,-
Vinhos de mesa,2021,Emirados Árabes Unidos,-,-
Vinhos de mesa,2021,Eslovênia,42.944,172.141
Vinhos de mesa,2021,Eslováquia,-,-
Vinhos de mesa,2021,Espanha,8.793.911,23.795.616
Vinhos de mesa,2021,Estados Unidos,506.405,2.809.649
Vinhos de mesa,2021,França,6.241.310,31.428.188
Vinhos de mesa,2021,Geórgia,19.188,32.901
Vinhos de mesa,2021,"Geórgia do Sul e Sandwich do Sul, Ilhas",1.838,2.915
Vinhos de mesa,2021,Grécia,13.619,55.228
Vinhos de mesa,2021,Hong Kong,-,-
Vinhos de mesa,2021,Hungria,20.174,160.816
Vinhos de mesa,2021,Indonésia,-,-
Vinhos de mesa,2021,Irlanda,-,-
Vinhos de mesa,2021,Israel,60.281,298.732
Vinhos de mesa,2021,Itália,11.231.625,39.852.162
Vinhos de mesa,2021,Japão,-,-
Vinhos de mesa,2021,Iugoslávia,-,-
Vinhos de mesa,2021,Líbano,24.194,78.872
Vinhos de mesa,2021,Luxemburgo,-,-
Vinhos de mesa,2021,Macedônia,-,-
Vinhos de mesa,2021,Marrocos,986,6.958
Vinhos de mesa,2021,México,4,19
Vinhos de mesa,2021,Moldávia,25.998,66.480
Vinhos de mesa,2021,Montenegro,-,-
Vinhos de mesa,2021,Noruega,-,-
Vinhos de mesa,2021,Nova Zelândia,21.995,137.547
Vinhos de mesa,2021,Países Baixos (Holanda),-,-
Vinhos de mesa,2021,Panamá,-,-
Vinhos de mesa,2021,Paraguai,-,-
Vinhos de mesa,2021,Peru,-,-
Vinhos de mesa,2021,Porto Rico,-,-
Vinhos de mesa,2021,Portugal,25.925.363,75.668.823
Vinhos de mesa,2021,Reino Unido,1.164,9.357
Vinhos de mesa,2021,Republica Dominicana,-,-
Vinhos de mesa,2021,Romênia,33.770,99.562
Vinhos de mesa,2021,Rússia,32.179,64.905
Vinhos de mesa,2021,San Marino,1.095,2.237
Vinhos de mesa,2021,Sérvia,3.471,8.302
Vinhos de mesa,2021,Síria,484,1.280
Vinhos de mesa,2021,Suazilândia,-,-
Vinhos de mesa,2021,Suíça,7,157
Vinhos de mesa,2021,"Tcheca, República",225,5.528
Vinhos de mesa,2021,Tunísia,-,-
Vinhos de mesa,2021,Turquia,-,-
Vinhos de mesa,2021,Ucrânia,-,-
Vinhos de mesa,2021,Uruguai,3.788.831,10.063.341
Vinhos de mesa,2021,Não consta na tabela,-,-
Vinhos de mesa,2021,Não declarados,-,-
Vinhos de mesa,2021,Outros,-,-
Vinhos de mesa,2021,Total,154.690.551,451.731.090
Vinhos de mesa,2022,Africa do Sul,738.116,2.266.827
Vinhos de mesa,2022,Alemanha,92.600,438.595
Vinhos de mesa,2022,Argélia,-,-
Vinhos de mesa,2022,Arábia Saudita,-,-
Vinhos de mesa,2022,Argentina,27.980.574,87.519.642
Vinhos de mesa,2022,Armênia,2.385,13.668
Vinhos de mesa,2022,Austrália,579.279,1.590.059
Vinhos de mesa,2022,Áustria,7.403,53.974
Vinhos de mesa,2022,Bermudas,1,4
Vinhos de mesa,2022,Bélgica,-,-
Vinhos de mesa,2022,Bolívia,-,-
Vinhos de mesa,2022,Bósnia-Herzegovina,-,-
Vinhos de mesa,2022,Brasil,1,5
Vinhos de mesa,2022,Bulgária,29.929,43.221
Vinhos de mesa,2022,Canada,884,11.607
Vinhos de mesa,2022,Chile,68.881.232,184.335.335
Vinhos de mesa,2022,China,-,-
Vinhos de mesa,2022,"Coreia do Sul, República",-,-
Vinhos de mesa,2022,Croácia,887,35.563
Vinhos de mesa,2022,Cuba,-,-
Vinhos de mesa,2022,Emirados Árabes Unidos,-,-
Vinhos de mesa,2022,Eslovênia,31.509,127.726
Vinhos de mesa,2022,Eslováquia,-,-
Vinhos de mesa,2022,Espanha,6.487.047,17.187.749
Vinhos de mesa,2022,Estados Unidos,393.211,3.023.220
Vinhos de mesa,2022,França,4.911.903,25.955.232
Vinhos de mesa,2022,Geórgia,12.506,26.983
Vinhos de mesa,2022,"Geórgia do Sul e Sandwich do Sul, Ilhas",1.788,2.797
Vinhos de mesa,2022,Grécia,45.440,148.515
Vinhos de mesa,2022,Hong Kong,-,-
Vinhos de mesa,2022,Hungria,29.260,160.168
Vinhos de mesa,2022,Indonésia,-,-
Vinhos de mesa,2022,Irlanda,-,-
Vinhos de mesa,2022,Israel,19.589,82.489
Vinhos de mesa,2022,Itália,9.622.119,33.330.465
Vinhos de mesa,2022,Japão,-,-
Vinhos de mesa,2022,Iugoslávia,-,-
Vinhos de mesa,2022,Líbano,30.149,182.548
Vinhos de mesa,2022,Luxemburgo,-,-
Vinhos de mesa,2022,Macedônia,-,-
Vinhos de mesa,2022,Marrocos,13.932,46.497
Vinhos de mesa,2022,México,-,-
Vinhos de mesa,2022,Moldávia,38.336,70.282
Vinhos de mesa,2022,Montenegro,-,-
Vinhos de mesa,2022,Noruega,-,-
Vinhos de mesa,2022,Nova Zelândia,52.265,403.597
Vinhos de mesa,2022,Países Baixos (Holanda),-,-
Vinhos de mesa,2022,Panamá,-,-
Vinhos de mesa,2022,Paraguai,-,-
Vinhos de mesa,2022,Peru,17.861,84.084
Vinhos de mesa,2022,Porto Rico,-,-
Vinhos de mesa,2022,Portugal,24.108.787,64.795.326
Vinhos de mesa,2022,Reino Unido,1.655,19.595
Vinhos de mesa,2022,Republica Dominicana,-,-
Vinhos de mesa,2022,Romênia,47.715,99.616
Vinhos de mesa,2022,Rússia,-,-
Vinhos de mesa,2022,San Marino,-,-
Vinhos de mesa,2022,Sérvia,-,-
Vinhos de mesa,2022,Síria,1.094,5.187
Vinhos de mesa,2022,Suazilândia,-,-
Vinhos de mesa,2022,Suíça,-,-
Vinhos de mesa,2022,"Tcheca, República",4.950,12.044
Vinhos de mesa,2022,Tunísia,-,-
Vinhos de mesa,2022,Turquia,22.087,38.817
Vinhos de mesa,2022,Ucrânia,-,-
Vinhos de mesa,2022,Uruguai,3.394.161,9.867.675
Vinhos de mesa,2022,Não consta na tabela,-,-
Vinhos de mesa,2022,Não declarados,-,-
Vinhos de mesa,2022,Outros,-,-
Vinhos de mesa,2022,Total,147.600.655,431.979.112
Vinhos de mesa,2023,Africa do Sul,522.733,1.732.850
Vinhos de mesa,2023,Alemanha,102.456,557.947
Vinhos de mesa,2023,Argélia,-,-
Vinhos de mesa,2023,Arábia Saudita,8,161
Vinhos de mesa,2023,Argentina,25.276.991,83.918.138
Vinhos de mesa,2023,Armênia,3.542,24.336
Vinhos de mesa,2023,Austrália,432.829,1.568.550
Vinhos de mesa,2023,Áustria,16.832,145.475
Vinhos de mesa,2023,Bermudas,6,879
Vinhos de mesa,2023,Bélgica,-,-
Vinhos de mesa,2023,Bolívia,1.170,10.920
Vinhos de mesa,2023,Bósnia-Herzegovina,-,-
Vinhos de mesa,2023,Brasil,6.229,76.894
Vinhos de mesa,2023,Bulgária,40.281,95.232
Vinhos de mesa,2023,Canada,14,1.062
Vinhos de mesa,2023,Chile,62.358.765,170.146.247
Vinhos de mesa,2023,China,-,-
Vinhos de mesa,2023,"Coreia do Sul, República",-,-
Vinhos de mesa,2023,Croácia,1.107,9.160
Vinhos de mesa,2023,Cuba,8,261
Vinhos de mesa,2023,Emirados Árabes Unidos,-,-
Vinhos de mesa,2023,Eslovênia,28.806,124.283
Vinhos de mesa,2023,Eslováquia,-,-
Vinhos de mesa,2023,Espanha,6.591.628,20.097.228
Vinhos de mesa,2023,Estados Unidos,244.276,1.775.713
Vinhos de mesa,2023,França,4.899.631,30.421.272
Vinhos de mesa,2023,Geórgia,17.173,29.084
Vinhos de mesa,2023,"Geórgia do Sul e Sandwich do Sul, Ilhas",-,-
Vinhos de mesa,2023,Grécia,45.889,147.724
Vinhos de mesa,2023,Hong Kong,-,-
Vinhos de mesa,2023,Hungria,41.905,316.481
Vinhos de mesa,2023,Indonésia,-,-
Vinhos de mesa,2023,Irlanda,-,-
Vinhos de mesa,2023,Israel,48.772,259.405
Vinhos de mesa,2023,Itália,8.868.133,34.760.596
Vinhos de mesa,2023,Japão,86,3.427
Vinhos de mesa,2023,Iugoslávia,-,-
Vinhos de mesa,2023,Líbano,14.328,106.610
Vinhos de mesa,2023,Luxemburgo,-,-
Vinhos de mesa,2023,Macedônia,8.522,17.172
Vinhos de mesa,2023,Marrocos,603,2.349
Vinhos de mesa,2023,México,-,-
Vinhos de mesa,2023,Moldávia,51.189,138.741
Vinhos de mesa,2023,Montenegro,-,-
Vinhos de mesa,2023,Noruega,-,-
Vinhos de mesa,2023,Nova Zelândia,28.665,254.138
Vinhos de mesa,2023,Países Baixos (Holanda),9,354
Vinhos de mesa,2023,Panamá,-,-
Vinhos de mesa,2023,Paraguai,-,-
Vinhos de mesa,2023,Peru,12.276,58.862
Vinhos de mesa,2023,Porto Rico,2.021,4.481
Vinhos de mesa,2023,Portugal,25.099.409,71.970.948
Vinhos de mesa,2023,Reino Unido,1.808,32.757
Vinhos de mesa,2023,Republica Dominicana,-,-
Vinhos de mesa,2023,Romênia,36.775,98.835
Vinhos de mesa,2023,Rússia,-,-
Vinhos de mesa,2023,San Marino,-,-
Vinhos de mesa,2023,Sérvia,-,-
Vinhos de mesa,2023,Síria,-,-
Vinhos de mesa,2023,Suazilândia,320,6.968
Vinhos de mesa,2023,Suíça,2.109,101.111
Vinhos de mesa,2023,"Tcheca, República",-,-
Vinhos de mesa,2023,Tunísia,-,-
Vinhos de mesa,2023,Turquia,-,-
Vinhos de mesa,2023,Ucrânia,-,-
Vinhos de mesa,2023,Uruguai,2.905.567,9.276.001
Vinhos de mesa,2023,Não consta na tabela,-,-
Vinhos de mesa,2023,Não declarados,-,-
Vinhos de mesa,2023,Outros,-,-
Vinhos de mesa,2023,Total,137.712.871,428.292.652
Vinhos de mesa,2024,Africa do Sul,658.238,2.133.775
Vinhos de mesa,2024,Alemanha,121.002,805.466
Vinhos de mesa,2024,Argélia,-,-
Vinhos de mesa,2024,Arábia Saudita,-,-
Vinhos de mesa,2024,Argentina,26.272.478,93.869.579
Vinhos de mesa,2024,Armênia,-,-
Vinhos de mesa,2024,Austrália,422.720,1.437.842
Vinhos de mesa,2024,Áustria,17.796,104.965
Vinhos de mesa,2024,Bermudas,-,-
Vinhos de mesa,2024,Bélgica,-,-
Vinhos de mesa,2024,Bolívia,-,-
Vinhos de mesa,2024,Bósnia-Herzegovina,4.883,9.862
Vinhos de mesa,2024,Brasil,71.637,147.179
Vinhos de mesa,2024,Bulgária,25.718,62.739
Vinhos de mesa,2024,Canada,203,18.258
Vinhos de mesa,2024,Chile,73.111.416,199.874.777
Vinhos de mesa,2024,China,-,-
Vinhos de mesa,2024,"Coreia do Sul, República",-,-
Vinhos de mesa,2024,Croácia,-,-
Vinhos de mesa,2024,Cuba,-,-
Vinhos de mesa,2024,Emirados Árabes Unidos,-,-
Vinhos de mesa,2024,Eslovênia,17.671,61.546
Vinhos de mesa,2024,Eslováquia,-,-
Vinhos de mesa,2024,Espanha,6.828.739,18.867.752
Vinhos de mesa,2024,Estados Unidos,273.198,1.919.231
Vinhos de mesa,2024,França,4.700.023,30.175.837
Vinhos de mesa,2024,Geórgia,9.998,15.541
Vinhos de mesa,2024,"Geórgia do Sul e Sandwich do Sul, Ilhas",2.937,4.692
Vinhos de mesa,2024,Grécia,41.071,171.795
Vinhos de mesa,2024,Hong Kong,-,-
Vinhos de mesa,2024,Hungria,27.820,238.501
Vinhos de mesa,2024,Indonésia,-,-
Vinhos de mesa,2024,Irlanda,-,-
Vinhos de mesa,2024,Israel,37.533,183.392
Vinhos de mesa,2024,Itália,9.861.350,39.485.660
Vinhos de mesa,2024,Japão,411,4.363
Vinhos de mesa,2024,Iugoslávia,-,-
Vinhos de mesa,2024,Líbano,8.730,45.866
Vinhos de mesa,2024,Luxemburgo,6,59
Vinhos de mesa,2024,Macedônia,-,-
Vinhos de mesa,2024,Marrocos,-,-
Vinhos de mesa,2024,México,-,-
Vinhos de mesa,2024,Moldávia,58.609,158.610
Vinhos de mesa,2024,Montenegro,-,-
Vinhos de mesa,2024,Noruega,-,-
Vinhos de mesa,2024,Nova Zelândia,39.629,279.820
Vinhos de mesa,2024,Países Baixos (Holanda),810,8.649
Vinhos de mesa,2024,Panamá,-,-
Vinhos de mesa,2024,Paraguai,1,21
Vinhos de mesa,2024,Peru,-,-
Vinhos de mesa,2024,Porto Rico,-,-
Vinhos de mesa,2024,Portugal,27.460.645,81.087.293
Vinhos de mesa,2024,Reino Unido,680,13.781
Vinhos de mesa,2024,Republica Dominicana,-,-
Vinhos de mesa,2024,Romênia,24.660,55.142
Vinhos de mesa,2024,Rússia,-,-
Vinhos de mesa,2024,San Marino,-,-
Vinhos de mesa,2024,Sérvia,2.445,4.140
Vinhos de mesa,2024,Síria,-,-
Vinhos de mesa,2024,Suazilândia,-,-
Vinhos de mesa,2024,Suíça,541,3.939
Vinhos de mesa,2024,"Tcheca, República",-,-
Vinhos de mesa,2024,Tunísia,-,-
Vinhos de mesa,2024,Turquia,3.203,4.997
Vinhos de mesa,2024,Ucrânia,-,-
Vinhos de mesa,2024,Uruguai,3.015.429,9.827.906
Vinhos de mesa,2024,Não consta na tabela,-,-
Vinhos de mesa,2024,Não declarados,-,-
Vinhos de mesa,2024,Outros,-,-
Vinhos de mesa,2024,Total,153.122.230,481.082.975
Espumantes,1970,Africa do Sul,-,-
Espumantes,1970,Alemanha,-,-
Espumantes,1970,Argentina,4.980,3.836
Espumantes,1970,Austrália,-,-
Espumantes,1970,Áustria,-,-
Espumantes,1970,Bermudas,-,-
Espumantes,1970,Bahamas,-,-
Espumantes,1970,Bélgica,-,-
Espumantes,1970,Brasil,-,-
Espumantes,1970,Bulgária,-,-
Espumantes,1970,Canada,-,-
Espumantes,1970,Chile,-,-
Espumantes,1970,Croácia,-,-
Espumantes,1970,Cuba,-,-
Espumantes,1970,Emirados Árabes Unidos,-,-
Espumantes,1970,Eslovênia,-,-
Espumantes,1970,Espanha,12.981,8.568
Espumantes,1970,Estados Unidos,-,-
Espumantes,1970,França,18.458,45.798
Espumantes,1970,Geórgia,-,-
Espumantes,1970,Granada,-,-
Espumantes,1970,Grécia,-,-
Espumantes,1970,Hong Kong,-,-
Espumantes,1970,Hungria,-,-
Espumantes,1970,Indonésia,-,-
Espumantes,1970,Irlanda,-,-
Espumantes,1970,Israel,-,-
Espumantes,1970,Itália,-,-
Espumantes,1970,Japão,-,-
Espumantes,1970,Luxemburgo,-,-
Espumantes,1970,México,-,-
Espumantes,1970,Moldávia,-,-
Espumantes,1970,Nova Zelândia,-,-
Espumantes,1970,Países Baixos,-,-
Espumantes,1970,Panamá,-,-
Espumantes,1970,Peru,-,-
Espumantes,1970,Portugal,1.603,2.240
Espumantes,1970,Reino Unido,-,-
Espumantes,1970,Romênia,-,-
Espumantes,1970,Suíça,-,-
Espumantes,1970,Tunísia,-,-
Espumantes,1970,Ucrânia,-,-
Espumantes,1970,Uruguai,-,-
Espumantes,1970,Não consta na tabela,-,-
Espumantes,1970,Não declarados,-,-
Espumantes,1970,Outros,291,1.859
Espumantes,1970,Total,38.313,62.301
Espumantes,1971,Africa do Sul,-,-
Espumantes,1971,Alemanha,25,36
Espumantes,1971,Argentina,8.811,7.543
Espumantes,1971,Austrália,-,-
Espumantes,1971,Áustria,-,-
Espumantes,1971,Bermudas,-,-
Espumantes,1971,Bahamas,-,-
Espumantes,1971,Bélgica,-,-
Espumantes,1971,Brasil,-,-
Espumantes,1971,Bulgária,-,-
Espumantes,1971,Canada,-,-
Espumantes,1971,Chile,-,-
Espumantes,1971,Croácia,-,-
Espumantes,1971,Cuba,-,-
Espumantes,1971,Emirados Árabes Unidos,-,-
Espumantes,1971,Eslovênia,-,-
Espumantes,1971,Espanha,7.865,5.230
Espumantes,1971,Estados Unidos,-,-
Espumantes,1971,França,26.523,72.645
Espumantes,1971,Geórgia,-,-
Espumantes,1971,Granada,-,-
Espumantes,1971,Grécia,-,-
Espumantes,1971,Hong Kong,-,-
Espumantes,1971,Hungria,-,-
Espumantes,1971,Indonésia,-,-
Espumantes,1971,Irlanda,-,-
Espumantes,1971,Israel,360,349
Espumantes,1971,Itália,554,485
Espumantes,1971,Japão,-,-
Espumantes,1971,Luxemburgo,-,-
Espumantes,1971,México,-,-
Espumantes,1971,Moldávia,-,-
Espumantes,1971,Nova Zelândia,-,-
Espumantes,1971,Países Baixos,-,-
Espumantes,1971,Panamá,-,-
Espumantes,1971,Peru,-,-
